"GeneStart","GeneEnd","GeneLocation","Strand","Protein_ID","GeneID","Protein_ID.1","Protein.product","Locus","Length","pi.site","pis.site","pin.site","TajimaD","FuLiF","FuLiD","pi_site","FayWuH","neutindex","alpha","dos","MK_p","Dn","Ds","Pn","Ps","biofilm","Comella","Berka","Kobayashi","Molle","aa","a","PSORTB","Extracellular","PANNZER_OG","PANNZER_NEW","PANNZER_ALL","PANNZER_EX","CAZY","ANTISMASH","antianti","ka","ks","kaks","nonsyn_sites","syn_sites","PI_SITE","PIS_SITE","PIN_SITE","PERCENTwREADS","map_read_len_percent","QS","as","ad","af","ag","ah","sel1[, 50]/sel1[, 49]"
3445459,3446091,"3445459 - 3446091","-","WP_003243587.1","B4U62_RS18115","WP_003243587.1"," FMN-dependent NADH-azoreductase AzoRB","azoRB",632,7.582795699,6.705376344,0.877419355,-0.888843506,-1.98419089,-2.197917928,0.011998094,NA,NA,NA,-0.086956522,1,0,3,4,42,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.007969162,0.373668616,0.021326816,392.7103,239.2897,0.011998094,0.028022002,0.002234266,100,0.998782716,0,0,0,0,0,0,0.079732561577863
3446254,3448146,"3446254 - 3448146","-","WP_003243180.1","B4U62_RS18120","WP_003243180.1"," FUSC family protein","yvaC",1892,34.05591398,21.24301075,12.81290323,-0.838120539,-1.776172003,-1.963825372,0.017999955,NA,NA,NA,NA,1,0,0,71,113,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.053253599,0.257832857,0.206543106,1151.461,740.539,0.017999955,0.028685877,0.011127518,100,0.981523074,0,0,0,0,0,0,0.387909283721742
3448312,3448710,"3448312 - 3448710","-","WP_003242541.1","B4U62_RS18125","WP_003242541.1"," YvaD family protein","yvaD",398,3.341935484,2.632258065,0.709677419,-1.72745188,-3.206193909,-3.361012104,0.008396823,NA,NA,NA,NA,1,0,0,7,19,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.020673824,0.258108874,0.080097301,246.4941,151.5059,0.008396823,0.017373964,0.002879085,100,0.976488526,0,0,0,0,0,0,0.165712614576616
3448710,3449066,"3448710 - 3449066","-","WP_003243874.1","B4U62_RS18130","WP_003243874.1"," multidrug efflux SMR transporter","yvaE",356,5.604301075,3.634408602,1.969892473,-0.093269284,-0.003437771,-0.014291747,0.015742419,NA,NA,NA,NA,1,0,0,11,12,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.043890981,0.166742284,0.263226461,214.1519,141.8481,0.015742419,0.025621835,0.009198576,100,0.999641577,0,0,0,0,0,0,0.359013162015913
3449066,3449635,"3449066 - 3449635","-","WP_003243160.1","B4U62_RS18135","WP_003243160.1"," TetR/AcrR family transcriptional regulator","yvaF",569,11.81935484,6.369892473,5.449462366,-0.845020595,-2.291660146,-2.628680895,0.020772153,NA,NA,NA,NA,1,0,0,24,37,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.056141098,0.356505525,0.157476094,341.0856,227.9144,0.020772153,0.027948618,0.015976817,100,0.999774813,0,0,0,0,0,0,0.571649625036916
3449749,3450540,"3449749 - 3450540","-","WP_003228388.1","B4U62_RS18140","WP_003228388.1"," SDR family oxidoreductase","yvaG",791,6.490322581,5.806451613,0.683870968,-1.348355165,-3.003493358,-3.295224211,0.008205212,NA,0.294117647,0.705882353,0.205128205,0.158851318,3,6,5,34,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.014459726,0.198893831,0.072700725,482.8918,308.1082,0.008205212,0.018845495,0.001416199,100,0.998904445,0,0,0,0,0,0,0.07514788016977
3451265,3451732,"3451265 - 3451732","-","WP_003220025.1","B4U62_RS18150","WP_003220025.1"," SsrA-binding protein","smpB",467,2.649462366,2.584946237,0.064516129,-1.141982896,-1.812674002,-1.839149178,0.005673367,NA,NA,NA,-0.0625,1,0,5,1,15,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.003372694,0.156904095,0.021495258,293,174,0.005673367,0.014856013,0.000220192,96.77419355,0.996164648,0,0,0,0,0,0,0.0148217425496329
3451880,3454216,"3451880 - 3454216","-","WP_003228386.1","B4U62_RS18155","WP_003228386.1"," ribonuclease R","rnr",2336,24.00860215,23.29892473,0.709677419,-1.565985834,-2.888545645,-3.045210302,0.010277655,NA,0.828767123,0.171232877,0.013269639,0.684100432,2,22,11,146,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.006989266,0.317340237,0.02202452,1440.464,895.536,0.010277655,0.026016737,0.000492673,100,0.982299423,0,0,0,0,0,0,0.0189367713560697
3454238,3454975,"3454238 - 3454975","-","WP_003242610.1","B4U62_RS18160","WP_003242610.1"," carboxylesterase","estA",737,4.301075269,4.172043011,0.129032258,-1.90199661,-3.719631766,-3.946644717,0.005835923,NA,NA,NA,-0.055555556,1,0,7,2,34,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.003185878,0.286347596,0.01112591,459.6201,277.3799,0.005835923,0.015040899,0.000280737,100,0.994166558,0,0,0,0,0,0,0.0186649082611352
3455110,3455337,"3455110 - 3455337","-","WP_003220028.1","B4U62_RS18165","WP_003220028.1"," preprotein translocase subunit SecG","secG",227,1.268817204,1.268817204,0,-0.439275539,-1.014271609,-1.130597979,0.005589503,NA,NA,NA,0,1,0,1,0,6,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0,0.102136328,0,135.5373,91.4627,0.005589503,0.01387251,0,100,1,0,0,0,0,0,0,0
3455486,3456253,"3455486 - 3456253","+","WP_003228381.1","B4U62_RS18170","WP_003228381.1"," alpha/beta hydrolase","yvaM",767,10.92903226,6.060215054,4.868817204,-1.972279514,-3.672407842,-3.859986258,0.014249064,NA,1.222222222,-0.222222222,-0.049689441,1,3,4,44,48,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.085638329,0.34317383,0.24954796,496.612,270.388,0.014249064,0.022413033,0.009804067,100,0.993765952,0,0,0,0,0,0,0.437427054160854
3456299,3456529,"3456299 - 3456529","-","WP_009968172.1","B4U62_RS18175","WP_009968172.1"," helix-turn-helix domain-containing protein","yvzC",230,1.858064516,1.612903226,0.24516129,-0.21747031,-1.012393709,-1.233883388,0.008078541,NA,NA,NA,-0.25,1,0,2,2,6,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.013699487,0.151239446,0.090581442,147.5,82.5,0.008078541,0.019550342,0.00166211,96.77419355,0.99476151,0,0,0,0,0,0,0.0850169270696134
3456681,3457085,"3456681 - 3457085","+","WP_003220034.1","B4U62_RS18180","WP_003220034.1"," transcriptional repressor RghR","rghR",404,3.978494624,3.724731183,0.253763441,-1.465221598,-2.030205729,-1.965095261,0.009847759,NA,NA,NA,-0.103448276,1,0,5,3,26,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.009649457,0.318274808,0.030318006,258.5,145.5,0.009847759,0.025599527,0.000981677,100,0.986717268,0,0,0,0,0,0,0.0383474663418586
3457118,3457534,"3457118 - 3457534","+","WP_003228377.1","B4U62_RS18185","WP_003228377.1"," helix-turn-helix domain-containing protein","rghRB",416,5.023655914,3.802150538,1.221505376,-1.872561162,-2.296041358,-2.1059219,0.012076096,NA,0.5,0.5,0.133333333,0.597523983,2,4,8,32,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.035221972,0.518940182,0.067872893,272.5,143.5,0.012076096,0.026495823,0.004482589,96.77419355,0.990552994,0,0,0,0,0,0,0.169180968637962
3457629,3457952,"3457629 - 3457952","+","WP_003242888.1","B4U62_RS18190","WP_003242888.1"," catDE operon transcriptional regulator CatR","catR",323,3.208602151,3.144086022,0.064516129,-0.985193279,-1.21950599,-1.150531981,0.009933753,NA,NA,NA,NA,1,0,0,1,17,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.003698048,0.234270841,0.015785352,207,116,0.009933753,0.02710419,0.000311672,100,0.989543258,0,0,0,0,0,0,0.0114990339132068
3458080,3459777,"3458080 - 3459777","+","WP_003228375.1","B4U62_RS18195","WP_003228375.1"," methyl-accepting chemotaxis protein","yvaQ",1697,31.55268817,22.85591398,8.696774194,-0.976190428,-1.952478202,-2.123157151,0.018593216,NA,NA,NA,NA,1,0,0,48,121,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,1,1,0,0,0,0.036462455,0.346960895,0.105090965,1111.93,585.07,0.018593216,0.039065264,0.007821332,100,0.990669629,0,0,0,0,0,0,0.200211932523994
3459823,3460500,"3459823 - 3460500","-","WP_003228374.1","B4U62_RS18200","WP_003228374.1"," choline ABC transporter permease OpuBD","opuBD",677,10.18494624,8.903225806,1.28172043,-0.426231096,-0.835223163,-0.934612431,0.015044234,NA,NA,NA,-0.14,1,0,1,7,43,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.0149767,0.275235146,0.0544142,412.8505,264.1495,0.015044234,0.033705253,0.003104563,100,0.979584106,0,0,0,0,0,0,0.0921091736056691
3460520,3461437,"3460520 - 3461437","-","WP_003228372.1","B4U62_RS18205","WP_003228372.1"," choline ABC transporter substrate-binding lipoprotein OpuBC","opuBC",917,10.46021505,7.698924731,2.761290323,-1.609929181,-2.809809963,-2.914319961,0.011406996,NA,2.455357143,-1.455357143,-0.154795821,0.335257543,2,11,25,56,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.042382702,0.357662202,0.118499247,555.9392,361.0608,0.011406996,0.02132307,0.004966893,100,0.992399561,0,0,0,0,0,0,0.2329351730309
3461452,3462102,"3461452 - 3462102","-","WP_003228370.1","B4U62_RS18210","WP_003228370.1"," choline ABC transporter permease OpuBB","opuBB",650,8.615053763,7.974193548,0.640860215,-1.854926615,-3.32772228,-3.466149445,0.013253929,NA,1.525423729,-0.525423729,-0.044927536,1,1,9,10,59,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.022828545,0.494136403,0.046198873,403.6949,246.3051,0.013253929,0.032375268,0.001587487,100,0.975288552,0,0,0,0,0,0,0.0490339415877577
3462122,3463264,"3462122 - 3463264","-","WP_003242811.1","B4U62_RS18215","WP_003242811.1"," choline ABC transporter ATP-binding protein OpuBA","opuBA",1142,11.97419355,8.417204301,3.556989247,-1.628434884,-3.153783726,-3.35728265,0.010485283,NA,0.347826087,0.652173913,0.206043956,0.133942121,5,8,15,69,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,1,0,0,0,0,0.024179682,0.286719987,0.084332041,689.3283,452.6717,0.010485283,0.018594501,0.00516008,100,0.983448742,0,0,0,0,0,0,0.277505699131157
3463548,3464078,"3463548 - 3464078","+","WP_003243347.1","B4U62_RS18220","WP_003243347.1"," GbsR/MarR family transcriptional regulator","yvaV",530,4.111827957,3.737634409,0.374193548,-1.553364457,-2.591439039,-2.650578469,0.007758166,NA,0.64,0.36,0.062068966,1,1,4,4,25,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.012264634,0.285996438,0.042883869,348.5,181.5,0.007758166,0.020593027,0.001073726,96.77419355,0.974507674,0,0,0,0,0,0,0.0521402705877091
3467563,3468249,"3467563 - 3468249","-","WP_003244403.1","B4U62_RS18250","WP_003244403.1"," glycine betaine/carnitine/choline/choline sulfate ABC transporter permease OpuCD","opuCD",686,8.382795699,7.956989247,0.425806452,-1.322137646,-1.994948013,-1.993355208,0.012219819,NA,NA,NA,-0.074074074,1,0,6,4,50,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.009869535,0.379231421,0.026025098,427.8831,258.1169,0.012219819,0.030827076,0.000995147,100,0.95030389,0,0,0,0,0,0,0.0322815890809754
3468270,3469178,"3468270 - 3469178","-","WP_003228350.1","B4U62_RS18255","WP_003228350.1"," osmoprotectant ABC transporter substrate-binding lipoprotein OpuCC","opuCC",908,15.28172043,12.61935484,2.662365591,-0.930569128,-1.291770751,-1.275321681,0.016830089,NA,0.31840796,0.68159204,0.235800344,0.159799146,3,4,16,67,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.027190864,0.376212599,0.072275262,555.9572,352.0428,0.016830089,0.035846081,0.004788796,100,0.991652519,0,0,0,0,0,0,0.133593292946027
3469201,3469851,"3469201 - 3469851","-","WP_003228349.1","B4U62_RS18260","WP_003228349.1"," glycine betaine/carnitine/choline/choline sulfate ABC transporter permease OpuCB","opuCB",650,8.72688172,7.948387097,0.778494624,-1.70597707,-3.08046722,-3.218519872,0.013425972,NA,NA,NA,-0.086956522,1,0,2,6,63,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.01150658,0.476971863,0.024124233,393.5909,256.4091,0.013425972,0.030998849,0.001977928,100,0.999309461,0,0,0,0,0,0,0.0638064981057845
3469877,3471016,"3469877 - 3471016","-","WP_003243370.1","B4U62_RS18265","WP_003243370.1"," osmoprotectant ABC transporter ATP-binding protein OpuCA","opuCA",1139,11.04516129,10.27956989,0.765591398,-1.888474778,-3.655854561,-3.88165598,0.009697244,NA,NA,NA,-0.114942529,0.361459008,0,17,10,77,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.011779779,0.417841952,0.028191949,691.4378,447.5622,0.009697244,0.022967913,0.001107246,100,0.999520223,0,0,0,0,0,0,0.0482083853243436
3471280,3471834,"3471280 - 3471834","+","WP_003244093.1","B4U62_RS18270","WP_003244093.1"," opuC operon transcriptional regulator OpcR","opcR",554,4.451612903,3.561290323,0.890322581,-1.786522918,-3.490280914,-3.705578378,0.008035402,NA,NA,NA,-0.2,0.564686144,0,5,7,28,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.018307318,0.281914101,0.064939349,359.5,194.5,0.008035402,0.018309976,0.002476558,100,0.994681465,0,0,0,0,0,0,0.135257304542617
3471858,3472490,"3471858 - 3472490","-","WP_010886614.1","B4U62_RS18275","WP_010886614.1"," NAAT family transporter","yvbG",632,5.720430108,3.982795699,1.737634409,0.30709456,-0.44330265,-0.778407434,0.009051313,NA,NA,NA,NA,1,0,0,6,15,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.013696124,0.088178062,0.15532348,393.5404,238.4596,0.009051313,0.016702182,0.00441539,96.77419355,0.9802935,0,0,0,0,0,0,0.264360069839977
3472640,3473251,"3472640 - 3473251","+","WP_003243118.1","B4U62_RS18280","WP_003243118.1"," PH domain-containing protein","yvbH",611,8.967741935,7.225806452,1.741935484,-1.155227821,-2.662625141,-2.952370194,0.014677155,NA,NA,NA,NA,1,0,0,9,42,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.018424589,0.349329956,0.052742653,395.7778,215.2222,0.014677155,0.033573704,0.004401297,100,0.990139,0,0,0,0,0,0,0.131093578474392
3473386,3474081,"3473386 - 3474081","+","WP_003228340.1","B4U62_RS18285","WP_003228340.1"," zinc ribbon domain-containing protein","yvbI",695,9.780645161,5.901075269,3.879569892,-1.0284303,-1.876683416,-1.989525096,0.014072871,NA,NA,NA,NA,1,0,0,24,32,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.046606027,0.189247346,0.246270442,449.5,245.5,0.014072871,0.024036966,0.008630856,100,0.996584984,0,0,0,0,0,0,0.359065948672557
3474123,3475937,"3474123 - 3475937","-","WP_003228338.1","B4U62_RS18290","WP_003228338.1"," zinc ribbon domain-containing protein","yvbJ",1814,20.48172043,14.02150538,6.460215054,-1.453875444,-2.647087789,-2.785320709,0.011290915,NA,NA,NA,NA,1,0,0,51,82,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.039875038,0.180167864,0.221321589,1114.612,699.388,0.011290915,0.02004825,0.005795932,100,0.981156181,0,0,0,0,0,0,0.289099148304715
3476057,3476521,"3476057 - 3476521","+","WP_003228335.1","B4U62_RS18295","WP_003228335.1"," GNAT family N-acetyltransferase","yvbK",464,8.593548387,6.279569892,2.313978495,-1.161732313,-0.415232345,-0.009531626,0.018520578,NA,NA,NA,NA,1,0,0,12,39,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.031529211,0.45420037,0.069416966,299,165,0.018520578,0.038057999,0.007739059,100,0.956093194,0,0,0,0,0,0,0.203349077811474
3476572,3477861,"3476572 - 3477861","-","WP_003228333.1","B4U62_RS18300","WP_003228333.1"," phosphopyruvate hydratase","eno",1289,5.12688172,4.675268817,0.451612903,-2.047841158,-3.461247317,-3.538520622,0.00397741,NA,0.567567568,0.432432432,0.090909091,0.614614852,2,6,7,37,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,1,0,0,0,0.008302305,0.144024227,0.0576452,810.794,478.206,0.00397741,0.009776684,0.000557001,100,0.997854448,0,0,0,0,0,0,0.056972384501739
3477894,3479426,"3477894 - 3479426","-","WP_003228330.1","B4U62_RS18305","WP_003228330.1"," 2,3-bisphosphoglycerate-independent phosphoglycerate mutase","gpmI",1532,8.929032258,7.922580645,1.006451613,-2.047928667,-3.759713609,-3.933959772,0.00582835,NA,1.047619048,-0.047619048,-0.006153846,1,2,11,12,63,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.011475034,0.207874916,0.055201628,953.2376,578.7624,0.00582835,0.013688831,0.001055825,100,0.998592906,0,0,0,0,0,0,0.0771303992283928
3479422,3480180,"3479422 - 3480180","-","WP_003243394.1","B4U62_RS18310","WP_003243394.1"," triose-phosphate isomerase","tpiA",758,1.423655914,1.165591398,0.258064516,-2.174658184,-3.372120222,-3.35239132,0.001878174,NA,NA,NA,-0.25,1,0,2,4,12,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.007968296,0.07604482,0.104784206,486.5,271.5,0.001878174,0.004293154,0.000530451,96.77419355,0.981923632,0,0,0,0,0,0,0.123557412568941
3480214,3481395,"3480214 - 3481395","-","WP_003243051.1","B4U62_RS18315","WP_003243051.1"," phosphoglycerate kinase","pgk",1181,5.91827957,5.298924731,0.619354839,-1.315877771,-2.668353839,-2.872850973,0.005011244,NA,NA,NA,-0.162162162,0.57099947,0,6,6,31,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.006652921,0.132125516,0.050353039,757.4304,423.5696,0.005011244,0.012510163,0.000817705,100,0.981570706,0,0,0,0,0,0,0.065363257057482
3481715,3482719,"3481715 - 3482719","-","WP_003219957.1","B4U62_RS18320","WP_003219957.1"," type I glyceraldehyde-3-phosphate dehydrogenase","gap",1004,0.576344086,0.576344086,0,-2.147173779,-3.206210998,-3.151101641,0.000574048,NA,NA,NA,0,1,0,5,0,8,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0,0.051079921,0,622.0793,381.9207,0.000574048,0.001509067,0,100,0.994783665,0,0,0,0,0,0,0
3482769,3483788,"3482769 - 3483788","-","WP_009968188.1","B4U62_RS18325","WP_009968188.1"," gapA transcriptional regulator CggR","cggR",1019,5.513978495,4.550537634,0.96344086,-1.346100764,-2.71940072,-2.9232739,0.005411166,NA,NA,NA,-0.171428571,1,0,4,6,29,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.007330467,0.121937331,0.060116673,628.0134,390.9866,0.005411166,0.011638603,0.001534109,100,0.9979819,0,0,0,0,0,0,0.131812125561805
3484089,3485480,"3484089 - 3485480","-","WP_003243899.1","B4U62_RS18330","WP_003243899.1"," arabinose-proton symporter AraE","araE",1391,17.53978495,16.71397849,0.825806452,-1.762656632,-3.615532504,-3.897818058,0.012609479,NA,1.422413793,-0.422413793,-0.024114173,1,1,15,11,116,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.011225198,0.48970172,0.022922522,845.5412,545.4588,0.012609479,0.030642055,0.00097666,100,0.994935835,0,0,0,0,0,0,0.0318731886617918
3485684,3486769,"3485684 - 3486769","+","WP_003243070.1","B4U62_RS18335","WP_003243070.1"," arabinose utilization transcriptional regulator AraR","araR",1085,6.95483871,6.378494624,0.576344086,-2.146795932,-4.047921201,-4.258945074,0.00640999,NA,0.430769231,0.569230769,0.112633181,0.244586733,4,14,8,65,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.014565723,0.332254599,0.043839041,705.5,379.5,0.00640999,0.016807627,0.00081693,100,0.999585297,0,0,0,0,0,0,0.0486047197501468
3486824,3487831,"3486824 - 3487831","-","WP_003228318.1","B4U62_RS18340","WP_003228318.1"," LLM class flavin-dependent oxidoreductase","yvbT",1007,8.63655914,7.832258065,0.804301075,-1.200300185,-1.575658833,-1.507290225,0.008576523,NA,0.387096774,0.612903226,0.111764706,0.271269873,2,8,6,62,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.012295191,0.311373486,0.039486955,626.2869,380.7131,0.008576523,0.020572599,0.001284237,100,0.994224819,0,0,0,0,0,0,0.0624246357983257
3487991,3488866,"3487991 - 3488866","-","WP_003243271.1","B4U62_RS18350","WP_003243271.1"," LysR family transcriptional regulator","yvbU",875,11.50107527,9.888172043,1.612903226,-1.661859164,-3.124609518,-3.301372538,0.013144086,NA,NA,NA,NA,1,0,0,19,63,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.028131663,0.352840351,0.079729156,542.5204,332.4796,0.013144086,0.029740688,0.002972982,100,0.992403394,0,0,0,0,0,0,0.0999634574694439
3488966,3489880,"3488966 - 3489880","+","WP_003243358.1","B4U62_RS18355","WP_003243358.1"," DMT family transporter","cyeB",914,10.89032258,8.851612903,2.038709677,-2.05747247,-3.645966063,-3.78108025,0.011915014,NA,NA,NA,NA,1,0,0,19,75,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.02930595,0.383589417,0.076399266,594.3827,319.6173,0.011915014,0.027694411,0.003429961,100,0.992269303,0,0,0,0,0,0,0.123850296003768
3489927,3491267,"3489927 - 3491267","-","WP_003228313.1","B4U62_RS18360","WP_003228313.1"," amino acid permease","yvbW",1340,10.58064516,8.369892473,2.210752688,-2.399174159,-4.07532559,-4.167862842,0.007896004,NA,0.888888889,0.111111111,0.020242915,1,3,10,24,90,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.028032591,0.340301703,0.082375701,812.6322,527.3678,0.007896004,0.015871072,0.002720484,100,0.992343513,0,0,0,0,0,0,0.171411483735944
3491672,3492703,"3491672 - 3492703","-","WP_003228311.1","B4U62_RS18365","WP_003228311.1"," glycoside hydrolase family 18 protein","yvbX",1031,14.32688172,8.533333333,5.793548387,-0.968240281,-0.486172479,-0.198347535,0.013896103,NA,1.484375,-0.484375,-0.086834734,1,2,5,38,64,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,1,0,0,0.04905641,0.34048423,0.144078362,645.829,385.171,0.013896103,0.022154662,0.008970716,100,0.992551032,0,0,0,0,0,0,0.404913241285288
3492814,3493533,"3492814 - 3493533","-","WP_003228309.1","B4U62_RS18370","WP_003228309.1"," lactate utilization protein LutC","lutC",719,12.54623656,10.11612903,2.430107527,-1.067694753,-0.603455966,-0.30123457,0.017449564,NA,NA,NA,-0.213333333,0.57712108,0,5,16,59,0,0,0,0,0,0,0,"Unknown",0,0,0,0,0,0,0,0,0.030892469,0.414274405,0.074570065,442.6978,276.3022,0.017449564,0.036612553,0.005489315,100,0.994289029,0,0,0,0,0,0,0.149929861487671
3493536,3494972,"3493536 - 3494972","-","WP_003228307.1","B4U62_RS18375","WP_003228307.1"," lactate utilization iron-sulfur protein LutB","lutB",1436,13.70322581,12.12043011,1.582795699,-1.125153266,-2.032859517,-2.14685294,0.009542636,NA,NA,NA,-0.125,0.207775517,0,17,12,84,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.01219208,0.305738916,0.039877423,873.3753,562.6247,0.009542636,0.021542656,0.001812274,100,0.988821684,0,0,0,0,0,0,0.0841249101317869
3495002,3495715,"3495002 - 3495715","-","WP_003244353.1","B4U62_RS18380","WP_003244353.1"," lactate utilization iron-sulfur protein LutA","lutA",713,10.07741935,7.582795699,2.494623656,-1.9003856,-3.750301188,-3.99867202,0.014133828,NA,NA,NA,-0.209876543,0.578005239,0,5,17,64,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.031327465,0.509672378,0.061465887,448.158,264.842,0.014133828,0.028631394,0.005566393,100,0.993656365,0,0,0,0,0,0,0.194415717236821
3495893,3496492,"3495893 - 3496492","-","WP_003228302.1","B4U62_RS18385","WP_003228302.1"," two-component system response regulator YvfU","yvfU",599,7.815053763,6.150537634,1.664516129,-1.186016082,-2.42138649,-2.619494202,0.013046834,NA,NA,NA,-0.260869565,1,0,1,12,34,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,1,1,0,0,0,0.027329269,0.273701541,0.099850623,368.5984,230.4016,0.013046834,0.026694856,0.004515799,100,0.992510568,0,0,0,0,0,0,0.169163639616561
3496512,3497623,"3496512 - 3497623","-",NA,"B4U62_RS18390","WP_NA"," two-component system sensor histidine kinase YvfT","yvfT",1111,16.15483871,8.675268817,7.479569892,-1.443650376,-3.037184018,-3.30239212,0.014540809,NA,NA,NA,-0.475728155,1,0,1,49,54,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0.014540809,NA,NA,100,0.971416171,0,0,0,0,0,0,NA
3497630,3498364,"3497630 - 3498364","-","WP_003228297.1","B4U62_RS18395","WP_003228297.1"," ABC transporter permease","yvfS",734,6.438709677,4.068817204,2.369892473,-1.948311673,-3.248911525,-3.313007995,0.008772084,NA,NA,NA,-0.269230769,0.319154805,0,6,14,38,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.025138599,0.312982368,0.080319536,435.75,298.25,0.008772084,0.013642304,0.005438652,96.77419355,0.989385727,0,0,0,0,0,0,0.398660812719025
3498368,3499270,"3498368 - 3499270","-","WP_003228295.1","B4U62_RS18400","WP_003228295.1"," ABC transporter ATP-binding protein","yvfR",902,8.980645161,5.208602151,3.772043011,-2.224986936,-3.515229941,-3.5214645,0.009956369,NA,0.972222222,0.027777778,0.006741573,1,2,3,35,54,0,0,0,0,0,0,0,"CytoplasmicMembrane",0,0,0,0,0,0,0,0,0.060699609,0.275559998,0.220277289,545.7345,356.2655,0.009956369,0.014620002,0.006911865,96.77419355,0.995327447,0,0,0,0,0,0,0.472767719183623
3499554,3500360,"3499554 - 3500360","+","WP_003228292.1","B4U62_RS18405","WP_003228292.1"," sigma factor SigB/phosphatase RsbP regulator RsbQ","rsbQ",806,5.479569892,3.483870968,1.995698925,-2.241596025,-3.395383002,-3.35416635,0.006798474,NA,NA,NA,-0.349206349,1,0,1,22,41,0,0,0,0,0,0,0,"Cytoplasmic",0,0,0,0,0,0,0,0,0.036935906,0.224532775,0.164501177,529.75,276.25,0.006798474,0.012611298,0.003767247,100,0.995579452,0,0,0,0,0,0,0.298720004871822
